origem,destino,relacao
1420,2655,SEGUE
1420,3390,SEGUE
1420,5529,SEGUE
1420,6580,SEGUE
1420,8160,SEGUE
1420,8408,SEGUE
1420,10150,SEGUE
1420,11532,SEGUE
1420,13024,SEGUE
1420,13114,SEGUE
1420,14262,SEGUE
1420,15239,SEGUE
1420,15568,SEGUE
1420,18924,SEGUE
1420,18950,SEGUE
1420,20825,SEGUE
1420,21438,SEGUE
1420,25179,SEGUE
1420,28560,SEGUE
1420,32241,SEGUE
1420,35513,SEGUE
1420,37037,SEGUE
1420,37699,SEGUE
1420,38431,SEGUE
1420,39065,SEGUE
1420,47068,SEGUE
1420,48762,SEGUE
1420,48938,SEGUE
1421,1836,SEGUE
1421,2689,SEGUE
1421,5250,SEGUE
1421,5923,SEGUE
1421,7528,SEGUE
1421,7893,SEGUE
1421,8629,SEGUE
1421,9958,SEGUE
1421,10257,SEGUE
1421,11136,SEGUE
1421,12529,SEGUE
1421,13057,SEGUE
1421,14833,SEGUE
1421,15114,SEGUE
1421,15596,SEGUE
1421,19484,SEGUE
1421,24007,SEGUE
1421,30782,SEGUE
1421,43135,SEGUE
1422,3938,SEGUE
1422,5951,SEGUE
1422,6312,SEGUE
1422,7769,SEGUE
1422,8258,SEGUE
1422,14163,SEGUE
1422,16216,SEGUE
1422,16519,SEGUE
1422,18457,SEGUE
1422,20634,SEGUE
1422,21565,SEGUE
1422,23392,SEGUE
1422,23817,SEGUE
1422,25825,SEGUE
1422,29675,SEGUE
1422,35588,SEGUE
1422,37634,SEGUE
1422,38841,SEGUE
1422,39159,SEGUE
1422,39408,SEGUE
1422,39668,SEGUE
1422,40266,SEGUE
1423,1759,SEGUE
1423,1814,SEGUE
1423,4787,SEGUE
1423,5368,SEGUE
1423,5384,SEGUE
1423,5480,SEGUE
1423,6066,SEGUE
1423,6456,SEGUE
1423,7328,SEGUE
1423,8329,SEGUE
1423,9054,SEGUE
1423,11786,SEGUE
1423,14864,SEGUE
1423,14946,SEGUE
1423,15592,SEGUE
1423,16102,SEGUE
1423,16545,SEGUE
1423,18226,SEGUE
1423,18824,SEGUE
1423,19749,SEGUE
1423,20514,SEGUE
1423,22359,SEGUE
1423,22582,SEGUE
1423,22978,SEGUE
1423,23455,SEGUE
1423,24392,SEGUE
1423,27599,SEGUE
1423,28628,SEGUE
1423,30742,SEGUE
1423,38961,SEGUE
1423,41764,SEGUE
1423,44315,SEGUE
1423,46486,SEGUE
1423,47493,SEGUE
1423,49257,SEGUE
1424,4076,SEGUE
1424,6699,SEGUE
1424,11044,SEGUE
1424,13521,SEGUE
1424,16970,SEGUE
1424,18915,SEGUE
1424,19335,SEGUE
1424,25672,SEGUE
1424,27426,SEGUE
1424,29877,SEGUE
1424,34768,SEGUE
1424,35187,SEGUE
1424,37956,SEGUE
1424,38024,SEGUE
1424,39878,SEGUE
1424,40440,SEGUE
1424,40919,SEGUE
1424,46114,SEGUE
1424,48709,SEGUE
1425,2251,SEGUE
1425,2608,SEGUE
1425,3609,SEGUE
1425,4016,SEGUE
1425,4252,SEGUE
1425,4896,SEGUE
1425,4936,SEGUE
1425,7209,SEGUE
1425,9124,SEGUE
1425,12193,SEGUE
1425,15376,SEGUE
1425,15609,SEGUE
1425,19941,SEGUE
1425,20268,SEGUE
1425,20670,SEGUE
1425,22247,SEGUE
1425,25337,SEGUE
1425,27081,SEGUE
1425,28866,SEGUE
1425,29395,SEGUE
1425,33581,SEGUE
1425,39604,SEGUE
1425,41012,SEGUE
1425,41564,SEGUE
1426,2217,SEGUE
1426,2358,SEGUE
1426,3061,SEGUE
1426,3493,SEGUE
1426,3766,SEGUE
1426,4977,SEGUE
1426,5124,SEGUE
1426,6105,SEGUE
1426,7685,SEGUE
1426,11832,SEGUE
1426,17340,SEGUE
1426,20065,SEGUE
1426,21122,SEGUE
1426,22154,SEGUE
1426,28536,SEGUE
1426,33280,SEGUE
1426,34568,SEGUE
1426,35756,SEGUE
1426,38508,SEGUE
1426,39420,SEGUE
1426,40071,SEGUE
1426,40538,SEGUE
1426,45312,SEGUE
1428,3323,SEGUE
1428,4221,SEGUE
1428,6774,SEGUE
1428,19062,SEGUE
1428,19717,SEGUE
1428,23578,SEGUE
1428,26250,SEGUE
1428,27447,SEGUE
1428,29708,SEGUE
1428,48576,SEGUE
1429,20546,SEGUE
1429,21789,SEGUE
1429,24430,SEGUE
1429,26745,SEGUE
1429,26919,SEGUE
1429,34845,SEGUE
1430,1508,SEGUE
1430,1565,SEGUE
1430,1800,SEGUE
1430,2105,SEGUE
1430,2693,SEGUE
1430,4464,SEGUE
1430,4928,SEGUE
1430,5444,SEGUE
1430,6056,SEGUE
1430,7616,SEGUE
1430,7863,SEGUE
1430,10417,SEGUE
1430,10593,SEGUE
1430,11898,SEGUE
1430,14769,SEGUE
1430,17175,SEGUE
1430,20128,SEGUE
1430,20165,SEGUE
1430,26671,SEGUE
1430,26814,SEGUE
1430,27378,SEGUE
1430,28094,SEGUE
1430,28892,SEGUE
1430,32325,SEGUE
1430,42483,SEGUE
1430,47873,SEGUE
1431,1765,SEGUE
1431,2973,SEGUE
1431,3011,SEGUE
1431,3108,SEGUE
1431,3563,SEGUE
1431,4972,SEGUE
1431,5840,SEGUE
1431,7430,SEGUE
1431,10500,SEGUE
1431,10791,SEGUE
1431,10977,SEGUE
1431,11200,SEGUE
1431,11825,SEGUE
1431,13493,SEGUE
1431,19647,SEGUE
1431,19712,SEGUE
1431,20898,SEGUE
1431,20981,SEGUE
1431,21623,SEGUE
1431,23630,SEGUE
1431,26149,SEGUE
1431,26955,SEGUE
1431,31312,SEGUE
1431,33105,SEGUE
1431,37113,SEGUE
1431,38901,SEGUE
1431,40134,SEGUE
1431,42188,SEGUE
1431,43794,SEGUE
1432,1642,SEGUE
1432,1817,SEGUE
1432,1857,SEGUE
1432,1948,SEGUE
1432,2575,SEGUE
1432,2650,SEGUE
1432,2858,SEGUE
1432,2862,SEGUE
1432,2961,SEGUE
1432,3082,SEGUE
1432,3299,SEGUE
1432,4993,SEGUE
1432,5494,SEGUE
1432,6399,SEGUE
1432,6431,SEGUE
1432,9002,SEGUE
1432,9398,SEGUE
1432,11128,SEGUE
1432,11601,SEGUE
1432,12256,SEGUE
1432,14163,SEGUE
1432,15214,SEGUE
1432,15635,SEGUE
1432,16414,SEGUE
1432,16546,SEGUE
1432,19993,SEGUE
1432,22197,SEGUE
1432,25233,SEGUE
1432,25791,SEGUE
1432,26206,SEGUE
1432,26535,SEGUE
1432,27290,SEGUE
1432,27507,SEGUE
1432,32230,SEGUE
1432,33475,SEGUE
1432,36101,SEGUE
1432,40602,SEGUE
1432,41769,SEGUE
1432,44714,SEGUE
1432,49016,SEGUE
1433,1691,SEGUE
1433,1754,SEGUE
1433,2541,SEGUE
1433,5719,SEGUE
1433,6220,SEGUE
1433,8167,SEGUE
1433,8504,SEGUE
1433,8609,SEGUE
1433,9387,SEGUE
1433,10901,SEGUE
1433,14233,SEGUE
1433,14664,SEGUE
1433,15012,SEGUE
1433,15233,SEGUE
1433,16327,SEGUE
1433,19264,SEGUE
1433,19924,SEGUE
1433,20859,SEGUE
1433,21097,SEGUE
1433,23478,SEGUE
1433,24874,SEGUE
1433,26263,SEGUE
1433,27647,SEGUE
1433,27697,SEGUE
1433,31036,SEGUE
1433,32365,SEGUE
1433,32414,SEGUE
1433,33683,SEGUE
1433,37149,SEGUE
1433,43475,SEGUE
1433,46438,SEGUE
1434,1464,SEGUE
1434,1627,SEGUE
1434,2143,SEGUE
1434,3899,SEGUE
1434,4670,SEGUE
1434,5081,SEGUE
1434,6305,SEGUE
1434,6892,SEGUE
1434,8205,SEGUE
1434,11326,SEGUE
1434,12270,SEGUE
1434,12676,SEGUE
1434,12755,SEGUE
1434,13412,SEGUE
1434,14148,SEGUE
1434,15976,SEGUE
1434,16470,SEGUE
1434,16597,SEGUE
1434,20475,SEGUE
1434,20764,SEGUE
1434,22906,SEGUE
1434,23652,SEGUE
1434,25450,SEGUE
1434,26051,SEGUE
1434,26814,SEGUE
1434,29412,SEGUE
1434,33408,SEGUE
1434,34981,SEGUE
1434,37146,SEGUE
1434,37657,SEGUE
1434,42251,SEGUE
1434,44214,SEGUE
1434,48014,SEGUE
1434,49579,SEGUE
1435,5787,SEGUE
1435,6035,SEGUE
1435,8570,SEGUE
1435,9665,SEGUE
1435,10462,SEGUE
1435,11544,SEGUE
1435,12651,SEGUE
1435,14458,SEGUE
1435,19342,SEGUE
1435,19745,SEGUE
1435,19811,SEGUE
1435,19886,SEGUE
1435,22432,SEGUE
1435,23738,SEGUE
1435,26868,SEGUE
1435,45023,SEGUE
1435,45977,SEGUE
1435,47340,SEGUE
1436,2191,SEGUE
1436,2664,SEGUE
1436,3153,SEGUE
1436,3932,SEGUE
1436,4206,SEGUE
1436,6442,SEGUE
1436,8779,SEGUE
1436,14652,SEGUE
1436,15442,SEGUE
1436,16798,SEGUE
1436,20832,SEGUE
1436,24717,SEGUE
1436,25859,SEGUE
1436,26284,SEGUE
1436,26748,SEGUE
1436,27321,SEGUE
1436,27444,SEGUE
1436,29100,SEGUE
1436,31117,SEGUE
1436,32372,SEGUE
1436,35755,SEGUE
1436,43864,SEGUE
1436,45111,SEGUE
1437,3009,SEGUE
1437,4043,SEGUE
1437,6246,SEGUE
1437,7388,SEGUE
1437,12789,SEGUE
1437,13145,SEGUE
1437,13622,SEGUE
1437,14058,SEGUE
1437,17334,SEGUE
1437,22909,SEGUE
1437,23939,SEGUE
1437,34632,SEGUE
1437,36985,SEGUE
1437,47402,SEGUE
1438,2493,SEGUE
1438,2723,SEGUE
1438,2969,SEGUE
1438,4314,SEGUE
1438,5357,SEGUE
1438,7015,SEGUE
1438,7196,SEGUE
1438,10669,SEGUE
1438,19824,SEGUE
1438,20723,SEGUE
1438,27453,SEGUE
1438,32361,SEGUE
1438,39316,SEGUE
1439,1881,SEGUE
1439,3794,SEGUE
1439,4810,SEGUE
1439,6493,SEGUE
1439,16229,SEGUE
1439,28637,SEGUE
1439,29369,SEGUE
1439,30762,SEGUE
1439,35199,SEGUE
1439,41811,SEGUE
1439,42238,SEGUE
1440,1869,SEGUE
1440,3641,SEGUE
1440,3786,SEGUE
1440,5345,SEGUE
1440,11820,SEGUE
1440,14025,SEGUE
1440,14594,SEGUE
1440,15962,SEGUE
1440,16974,SEGUE
1440,17175,SEGUE
1440,17856,SEGUE
1440,19053,SEGUE
1440,20479,SEGUE
1440,21111,SEGUE
1440,21870,SEGUE
1440,23139,SEGUE
1440,25016,SEGUE
1440,27193,SEGUE
1440,34222,SEGUE
1440,35737,SEGUE
1440,38925,SEGUE
1440,42362,SEGUE
1440,43143,SEGUE
1440,43449,SEGUE
1440,45518,SEGUE
1440,46073,SEGUE
1441,1989,SEGUE
1441,3215,SEGUE
1441,5673,SEGUE
1441,8157,SEGUE
1441,10666,SEGUE
1441,14000,SEGUE
1441,15224,SEGUE
1441,15309,SEGUE
1441,15698,SEGUE
1441,21629,SEGUE
1441,25094,SEGUE
1441,28863,SEGUE
1441,29120,SEGUE
1441,34412,SEGUE
1441,38186,SEGUE
1441,42298,SEGUE
1441,45343,SEGUE
1441,48969,SEGUE
1442,1452,SEGUE
1442,3009,SEGUE
1442,13871,SEGUE
1442,14785,SEGUE
1442,33742,SEGUE
1442,35608,SEGUE
1442,43633,SEGUE
1442,45190,SEGUE
1443,1886,SEGUE
1443,2689,SEGUE
1443,3075,SEGUE
1443,4532,SEGUE
1443,5673,SEGUE
1443,6185,SEGUE
1443,6744,SEGUE
1443,9588,SEGUE
1443,10987,SEGUE
1443,13365,SEGUE
1443,13823,SEGUE
1443,19054,SEGUE
1443,19509,SEGUE
1443,20977,SEGUE
1443,22990,SEGUE
1443,24575,SEGUE
1443,28643,SEGUE
1443,31502,SEGUE
1443,32968,SEGUE
1443,36214,SEGUE
1443,38203,SEGUE
1443,39635,SEGUE
1443,44122,SEGUE
1443,48831,SEGUE
1444,2295,SEGUE
1444,6637,SEGUE
1444,7174,SEGUE
1444,10168,SEGUE
1444,20269,SEGUE
1444,20294,SEGUE
1444,20679,SEGUE
1444,21746,SEGUE
1444,25892,SEGUE
1444,27489,SEGUE
1444,28787,SEGUE
1444,33045,SEGUE
1444,33256,SEGUE
1444,38605,SEGUE
1444,40242,SEGUE
1444,41698,SEGUE
1444,46822,SEGUE
1445,1716,SEGUE
1445,3002,SEGUE
1445,3719,SEGUE
1445,4115,SEGUE
1445,6791,SEGUE
1445,9053,SEGUE
1445,13511,SEGUE
1445,15668,SEGUE
1445,16744,SEGUE
1445,17174,SEGUE
1445,19069,SEGUE
1445,19540,SEGUE
1445,23327,SEGUE
1445,23783,SEGUE
1445,27480,SEGUE
1445,36122,SEGUE
1445,36888,SEGUE
1445,36934,SEGUE
1445,38141,SEGUE
1445,45042,SEGUE
1446,1818,SEGUE
1446,2792,SEGUE
1446,3219,SEGUE
1446,3256,SEGUE
1446,3281,SEGUE
1446,4719,SEGUE
1446,6669,SEGUE
1446,8602,SEGUE
1446,9315,SEGUE
1446,10269,SEGUE
1446,16360,SEGUE
1446,22270,SEGUE
1446,25266,SEGUE
1446,26081,SEGUE
1446,38965,SEGUE
1446,42158,SEGUE
1446,44760,SEGUE
1447,2779,SEGUE
1447,2812,SEGUE
1447,3256,SEGUE
1447,6291,SEGUE
1447,6953,SEGUE
1447,7377,SEGUE
1447,10844,SEGUE
1447,13148,SEGUE
1447,13799,SEGUE
1447,16822,SEGUE
1447,19924,SEGUE
1447,20814,SEGUE
1447,24153,SEGUE
1447,32381,SEGUE
1447,33213,SEGUE
1447,38408,SEGUE
1447,40740,SEGUE
1447,42896,SEGUE
1448,2093,SEGUE
1448,3527,SEGUE
1448,4925,SEGUE
1448,8117,SEGUE
1448,8624,SEGUE
1448,10282,SEGUE
1448,16516,SEGUE
1448,17327,SEGUE
1448,19445,SEGUE
1448,21408,SEGUE
1448,22961,SEGUE
1448,23383,SEGUE
1448,24851,SEGUE
1448,28080,SEGUE
1448,28167,SEGUE
1448,37342,SEGUE
1448,38314,SEGUE
1448,40699,SEGUE
1448,44383,SEGUE
1449,1666,SEGUE
1449,2451,SEGUE
1449,2817,SEGUE
1449,3629,SEGUE
1449,3717,SEGUE
1449,4662,SEGUE
1449,8474,SEGUE
1449,9769,SEGUE
1449,9978,SEGUE
1449,10007,SEGUE
1449,14931,SEGUE
1449,16884,SEGUE
1449,19097,SEGUE
1449,19185,SEGUE
1449,20937,SEGUE
1449,22209,SEGUE
1449,24974,SEGUE
1449,25842,SEGUE
1449,29449,SEGUE
1449,37996,SEGUE
1449,38160,SEGUE
1449,40256,SEGUE
1449,49529,SEGUE
1450,4693,SEGUE
1450,4823,SEGUE
1450,7330,SEGUE
1450,7631,SEGUE
1450,11669,SEGUE
1450,14207,SEGUE
1450,14762,SEGUE
1450,18400,SEGUE
1450,20103,SEGUE
1450,20867,SEGUE
1450,21270,SEGUE
1450,24142,SEGUE
1450,24851,SEGUE
1450,26778,SEGUE
1450,27473,SEGUE
1450,32424,SEGUE
1450,33605,SEGUE
1450,33973,SEGUE
1450,33984,SEGUE
1450,34303,SEGUE
1450,38084,SEGUE
1450,41543,SEGUE
1450,41617,SEGUE
1450,44773,SEGUE
1451,1821,SEGUE
1451,1884,SEGUE
1451,2719,SEGUE
1451,3932,SEGUE
1451,4415,SEGUE
1451,6891,SEGUE
1451,8215,SEGUE
1451,8497,SEGUE
1451,9699,SEGUE
1451,10178,SEGUE
1451,10275,SEGUE
1451,14285,SEGUE
1451,16839,SEGUE
1451,27042,SEGUE
1451,27059,SEGUE
1451,29638,SEGUE
1451,30547,SEGUE
1451,30634,SEGUE
1451,30935,SEGUE
1451,36162,SEGUE
1451,43079,SEGUE
1451,48859,SEGUE
1452,2212,SEGUE
1452,6137,SEGUE
1452,6508,SEGUE
1452,6873,SEGUE
1452,7398,SEGUE
1452,8034,SEGUE
1452,8940,SEGUE
1452,9076,SEGUE
1452,10132,SEGUE
1452,10513,SEGUE
1452,11491,SEGUE
1452,12414,SEGUE
1452,12725,SEGUE
1452,14543,SEGUE
1452,16281,SEGUE
1452,16685,SEGUE
1452,17094,SEGUE
1452,17241,SEGUE
1452,17251,SEGUE
1452,18654,SEGUE
1452,19319,SEGUE
1452,19724,SEGUE
1452,20102,SEGUE
1452,21409,SEGUE
1452,21800,SEGUE
1452,22419,SEGUE
1452,22892,SEGUE
1452,24013,SEGUE
1452,24701,SEGUE
1452,25151,SEGUE
1452,28737,SEGUE
1452,29812,SEGUE
1452,33868,SEGUE
1452,36006,SEGUE
1452,36672,SEGUE
1452,37637,SEGUE
1452,45050,SEGUE
1452,47924,SEGUE
1452,49952,SEGUE
1453,1671,SEGUE
1453,1898,SEGUE
1453,2094,SEGUE
1453,2356,SEGUE
1453,3016,SEGUE
1453,3722,SEGUE
1453,5749,SEGUE
1453,8714,SEGUE
1453,16072,SEGUE
1453,18399,SEGUE
1453,27680,SEGUE
1453,35627,SEGUE
1453,36516,SEGUE
1453,39149,SEGUE
1453,45937,SEGUE
1454,1466,SEGUE
1454,1628,SEGUE
1454,1680,SEGUE
1454,1784,SEGUE
1454,1841,SEGUE
1454,2123,SEGUE
1454,2307,SEGUE
1454,2680,SEGUE
1454,3383,SEGUE
1454,4390,SEGUE
1454,6579,SEGUE
1454,6708,SEGUE
1454,7040,SEGUE
1454,7160,SEGUE
1454,9398,SEGUE
1454,9783,SEGUE
1454,9862,SEGUE
1454,10127,SEGUE
1454,10348,SEGUE
1454,12095,SEGUE
1454,12264,SEGUE
1454,13651,SEGUE
1454,13938,SEGUE
1454,14050,SEGUE
1454,14343,SEGUE
1454,16151,SEGUE
1454,17438,SEGUE
1454,19414,SEGUE
1454,20472,SEGUE
1454,21634,SEGUE
1454,21861,SEGUE
1454,23513,SEGUE
1454,25205,SEGUE
1454,27645,SEGUE
1454,28306,SEGUE
1454,29215,SEGUE
1454,31761,SEGUE
1454,32014,SEGUE
1454,33920,SEGUE
1454,34149,SEGUE
1454,36069,SEGUE
1454,36352,SEGUE
1454,36802,SEGUE
1454,39674,SEGUE
1454,43940,SEGUE
1454,47617,SEGUE
1454,48068,SEGUE
1454,48619,SEGUE
1454,49036,SEGUE
1454,49949,SEGUE
1455,3386,SEGUE
1455,4597,SEGUE
1455,6510,SEGUE
1455,7322,SEGUE
1455,12665,SEGUE
1455,13599,SEGUE
1455,14983,SEGUE
1455,15974,SEGUE
1455,17473,SEGUE
1455,22595,SEGUE
1455,22882,SEGUE
1455,23005,SEGUE
1455,23466,SEGUE
1455,23737,SEGUE
1455,24916,SEGUE
1455,31381,SEGUE
1455,40851,SEGUE
1455,43459,SEGUE
1455,45189,SEGUE
1456,1930,SEGUE
1456,8633,SEGUE
1456,9526,SEGUE
1456,10706,SEGUE
1456,16329,SEGUE
1456,18560,SEGUE
1456,23955,SEGUE
1456,25687,SEGUE
1456,27237,SEGUE
1456,27257,SEGUE
1456,37549,SEGUE
1456,38327,SEGUE
1456,48466,SEGUE
1456,49536,SEGUE
1457,1791,SEGUE
1457,3030,SEGUE
1457,3039,SEGUE
1457,4163,SEGUE
1457,8979,SEGUE
1457,9327,SEGUE
1457,10303,SEGUE
1457,11122,SEGUE
1457,17538,SEGUE
1457,29489,SEGUE
1457,48091,SEGUE
1458,3205,SEGUE
1458,3364,SEGUE
1458,3524,SEGUE
1458,3841,SEGUE
1458,4285,SEGUE
1458,5103,SEGUE
1458,5276,SEGUE
1458,5760,SEGUE
1458,7006,SEGUE
1458,7916,SEGUE
1458,8694,SEGUE
1458,9059,SEGUE
1458,9169,SEGUE
1458,10505,SEGUE
1458,11146,SEGUE
1458,11619,SEGUE
1458,14441,SEGUE
1458,15453,SEGUE
1458,16294,SEGUE
1458,16891,SEGUE
1458,19508,SEGUE
1458,22301,SEGUE
1458,29809,SEGUE
1458,34007,SEGUE
1458,34102,SEGUE
1458,46182,SEGUE
1458,47457,SEGUE
1458,48111,SEGUE
1459,1722,SEGUE
1459,2095,SEGUE
1459,2410,SEGUE
1459,2784,SEGUE
1459,4370,SEGUE
1459,10545,SEGUE
1459,11757,SEGUE
1459,13015,SEGUE
1459,23966,SEGUE
1459,28069,SEGUE
1459,28813,SEGUE
1459,28879,SEGUE
1459,31657,SEGUE
1459,36939,SEGUE
1459,37463,SEGUE
1459,40645,SEGUE
1459,43535,SEGUE
1459,44239,SEGUE
1459,48102,SEGUE
1460,1680,SEGUE
1460,1936,SEGUE
1460,2177,SEGUE
1460,2371,SEGUE
1460,2938,SEGUE
1460,3035,SEGUE
1460,3772,SEGUE
1460,5448,SEGUE
1460,5693,SEGUE
1460,7357,SEGUE
1460,10143,SEGUE
1460,11359,SEGUE
1460,11448,SEGUE
1460,12299,SEGUE
1460,13141,SEGUE
1460,13353,SEGUE
1460,13738,SEGUE
1460,13778,SEGUE
1460,16200,SEGUE
1460,16731,SEGUE
1460,17089,SEGUE
1460,17749,SEGUE
1460,23380,SEGUE
1460,25267,SEGUE
1460,25615,SEGUE
1460,26021,SEGUE
1460,26834,SEGUE
1460,28642,SEGUE
1460,28956,SEGUE
1460,30838,SEGUE
1460,31227,SEGUE
1460,32088,SEGUE
1460,33346,SEGUE
1460,33501,SEGUE
1460,34177,SEGUE
1460,37899,SEGUE
1460,38790,SEGUE
1460,38845,SEGUE
1460,39915,SEGUE
1460,40147,SEGUE
1460,41620,SEGUE
1460,43339,SEGUE
1460,45853,SEGUE
1460,49631,SEGUE
1461,1968,SEGUE
1461,2000,SEGUE
1461,2037,SEGUE
1461,2336,SEGUE
1461,2612,SEGUE
1461,3105,SEGUE
1461,4163,SEGUE
1461,4762,SEGUE
1461,5104,SEGUE
1461,5337,SEGUE
1461,5537,SEGUE
1461,5802,SEGUE
1461,5994,SEGUE
1461,7500,SEGUE
1461,7544,SEGUE
1461,7658,SEGUE
1461,8482,SEGUE
1461,8558,SEGUE
1461,8600,SEGUE
1461,9103,SEGUE
1461,9949,SEGUE
1461,10241,SEGUE
1461,10937,SEGUE
1461,13503,SEGUE
1461,13698,SEGUE
1461,13976,SEGUE
1461,14170,SEGUE
1461,14696,SEGUE
1461,14859,SEGUE
1461,14909,SEGUE
1461,15765,SEGUE
1461,17096,SEGUE
1461,18002,SEGUE
1461,18189,SEGUE
1461,18678,SEGUE
1461,19900,SEGUE
1461,20387,SEGUE
1461,22877,SEGUE
1461,23176,SEGUE
1461,24701,SEGUE
1461,28725,SEGUE
1461,30704,SEGUE
1461,30765,SEGUE
1461,32259,SEGUE
1461,38338,SEGUE
1461,40133,SEGUE
1461,41720,SEGUE
1461,44707,SEGUE
1461,44780,SEGUE
1461,48544,SEGUE
1461,48913,SEGUE
1461,49414,SEGUE
1462,2239,SEGUE
1462,2879,SEGUE
1462,5213,SEGUE
1462,6066,SEGUE
1462,7533,SEGUE
1462,9492,SEGUE
1462,10854,SEGUE
1462,11955,SEGUE
1462,12710,SEGUE
1462,12930,SEGUE
1462,14139,SEGUE
1462,15892,SEGUE
1462,17173,SEGUE
1462,18741,SEGUE
1462,22417,SEGUE
1462,24542,SEGUE
1462,25797,SEGUE
1462,35213,SEGUE
1462,35771,SEGUE
1462,45231,SEGUE
1463,1613,SEGUE
1463,1966,SEGUE
1463,2222,SEGUE
1463,2974,SEGUE
1463,3264,SEGUE
1463,3441,SEGUE
1463,4730,SEGUE
1463,4882,SEGUE
1463,5870,SEGUE
1463,7205,SEGUE
1463,8376,SEGUE
1463,9617,SEGUE
1463,9923,SEGUE
1463,10539,SEGUE
1463,12572,SEGUE
1463,12711,SEGUE
1463,13700,SEGUE
1463,14174,SEGUE
1463,16394,SEGUE
1463,22261,SEGUE
1463,23664,SEGUE
1463,23936,SEGUE
1463,25239,SEGUE
1463,29976,SEGUE
1463,30498,SEGUE
1463,31708,SEGUE
1463,33366,SEGUE
1463,33400,SEGUE
1463,33838,SEGUE
1463,34013,SEGUE
1463,37572,SEGUE
1463,38704,SEGUE
1463,38882,SEGUE
1463,40796,SEGUE
1463,40934,SEGUE
1463,44465,SEGUE
1463,45753,SEGUE
1463,46170,SEGUE
1464,1676,SEGUE
1464,1837,SEGUE
1464,4153,SEGUE
1464,4828,SEGUE
1464,6136,SEGUE
1464,8813,SEGUE
1464,9369,SEGUE
1464,9790,SEGUE
1464,11446,SEGUE
1464,12231,SEGUE
1464,12388,SEGUE
1464,16316,SEGUE
1464,20652,SEGUE
1464,21504,SEGUE
1464,26021,SEGUE
1464,28369,SEGUE
1464,29345,SEGUE
1464,31127,SEGUE
1464,33336,SEGUE
1464,36654,SEGUE
1464,36727,SEGUE
1464,37449,SEGUE
1464,41046,SEGUE
1464,41049,SEGUE
1464,41755,SEGUE
1464,43267,SEGUE
1464,44240,SEGUE
1464,45277,SEGUE
1464,46388,SEGUE
1464,46936,SEGUE
1464,47787,SEGUE
1465,2073,SEGUE
1465,2329,SEGUE
1465,2415,SEGUE
1465,3317,SEGUE
1465,3332,SEGUE
1465,3838,SEGUE
1465,4001,SEGUE
1465,4909,SEGUE
1465,5153,SEGUE
1465,5650,SEGUE
1465,8303,SEGUE
1465,10033,SEGUE
1465,11053,SEGUE
1465,11273,SEGUE
1465,12496,SEGUE
1465,12913,SEGUE
1465,15638,SEGUE
1465,16489,SEGUE
1465,22858,SEGUE
1465,23283,SEGUE
1465,24437,SEGUE
1465,27624,SEGUE
1465,29760,SEGUE
1465,31079,SEGUE
1465,33199,SEGUE
1465,36262,SEGUE
1465,37338,SEGUE
1465,37633,SEGUE
1465,39136,SEGUE
1465,42299,SEGUE
1465,44109,SEGUE
1465,47215,SEGUE
1466,1912,SEGUE
1466,2358,SEGUE
1466,2545,SEGUE
1466,2627,SEGUE
1466,4063,SEGUE
1466,4956,SEGUE
1466,5010,SEGUE
1466,5273,SEGUE
1466,5937,SEGUE
1466,6012,SEGUE
1466,6209,SEGUE
1466,8803,SEGUE
1466,9532,SEGUE
1466,9836,SEGUE
1466,10529,SEGUE
1466,13676,SEGUE
1466,13937,SEGUE
1466,17208,SEGUE
1466,17256,SEGUE
1466,18226,SEGUE
1466,30169,SEGUE
1466,32403,SEGUE
1466,36898,SEGUE
1466,37125,SEGUE
1466,41784,SEGUE
1466,49045,SEGUE
1467,1989,SEGUE
1467,7111,SEGUE
1467,10418,SEGUE
1467,16324,SEGUE
1467,16780,SEGUE
1467,16934,SEGUE
1467,29491,SEGUE
1467,31296,SEGUE
1467,31642,SEGUE
1467,36506,SEGUE
1468,2388,SEGUE
1468,2885,SEGUE
1468,3133,SEGUE
1468,3258,SEGUE
1468,3572,SEGUE
1468,4030,SEGUE
1468,4227,SEGUE
1468,6122,SEGUE
1468,6796,SEGUE
1468,7498,SEGUE
1468,9347,SEGUE
1468,10797,SEGUE
1468,12726,SEGUE
1468,13151,SEGUE
1468,18724,SEGUE
1468,19823,SEGUE
1468,22999,SEGUE
1468,29143,SEGUE
1468,30386,SEGUE
1468,32950,SEGUE
1468,33248,SEGUE
1468,35461,SEGUE
1469,1523,SEGUE
1469,5024,SEGUE
1469,16337,SEGUE
1469,20999,SEGUE
1469,30660,SEGUE
1469,40338,SEGUE
1469,40836,SEGUE
1470,3794,SEGUE
1470,4324,SEGUE
1470,5649,SEGUE
1470,6367,SEGUE
1470,8355,SEGUE
1470,11395,SEGUE
1470,13214,SEGUE
1470,14467,SEGUE
1470,15345,SEGUE
1470,16273,SEGUE
1470,17016,SEGUE
1470,21320,SEGUE
1470,23990,SEGUE
1470,26329,SEGUE
1470,27275,SEGUE
1470,30318,SEGUE
1470,33095,SEGUE
1470,36836,SEGUE
1470,42501,SEGUE
1470,42888,SEGUE
1471,2919,SEGUE
1471,3486,SEGUE
1471,3813,SEGUE
1471,4731,SEGUE
1471,5005,SEGUE
1471,5644,SEGUE
1471,5734,SEGUE
